X,Y,Name,description,altitudeMode
-35.2013165596873,-5.82775002345443,P43 I 57,,clampToGround
-35.2094832994044,-5.82313335500658,P43 V 33B,,clampToGround
-35.198583304882,-5.79526662826538,P44 I 33A,,clampToGround
-35.2231333125383,-5.81538336351514,P44 I 40,,clampToGround
-35.1982666365802,-5.78083332628012,P44 I 41,,clampToGround
-35.2045333664864,-5.83211665973067,P44 I 57,,clampToGround
-35.215883301571,-5.82563334144652,P44 V 33B,,clampToGround
-35.1978000160307,-5.79318330623209,P45 I 33A,,clampToGround
-35.2205167338252,-5.81315000541508,P45 I 40,,clampToGround
-35.2015000395477,-5.7789499964565,P45 I 41,,clampToGround
-35.1972333155572,-5.83744998089969,P45 I 57,,clampToGround
-35.2047999948263,-5.77833333984017,P45 V  24,,clampToGround
-35.2443666849285,-5.85159997455776,P45 V 33,,clampToGround
-35.2177833113819,-5.82888334058225,P45 V 33B,,clampToGround
-35.1968666911125,-5.79073335975409,P46 I 33A,,clampToGround
-35.2226167358458,-5.81238331273198,P46 I 40,,clampToGround
-35.2454333659261,-5.85108331404626,P46 V 33,,clampToGround
-35.2176833152771,-5.83205002360046,P46 V 33B,,clampToGround
-35.2057666797191,-5.77931670472026,P46 V 41,,clampToGround
-35.2031999733299,-5.84208332933486,P46 V 57,,clampToGround
-35.1955000218004,-5.78705001622438,P47 I 33A,,clampToGround
-35.244666673243,-5.85318331606686,P47 V 33,,clampToGround
-35.2185333240777,-5.83416670560837,P47 V 33B,,clampToGround
-35.2066499646753,-5.785016650334,P47 V 41,,clampToGround
-35.2091500349343,-5.82413331605494,P47 V 57,,clampToGround
-35.1941500324756,-5.78679998405278,P48 I 33A,,clampToGround
-35.2229833602905,-5.80679995939136,P48 I 40,,clampToGround
-35.2015333157033,-5.78813329339027,P48 V 33,,clampToGround
-35.2441333327442,-5.855149962008,P48 V 331,,clampToGround
-35.2192666567862,-5.83611667156219,P48 V 33B,,clampToGround
-35.2015333157033,-5.78813329339027,P48 V 41,,clampToGround
-35.2077165618539,-5.82048333249986,P48 V 57,,clampToGround
-35.1915333699435,-5.7876000367105,P49 I 33A,,clampToGround
-35.2209000382572,-5.80508326180279,P49 I 40,,clampToGround
-35.2028833050281,-5.79175000078976,P49 V 33,,clampToGround
-35.2204666938633,-5.83924999460578,P49 V 33B,,clampToGround
-35.2028833050281,-5.79175000078976,P49 V 41,,clampToGround
-35.2060832642019,-5.81573330797255,P49 V 57,,clampToGround
-35.2503999788314,-5.85676666349173,P5 I 33,,clampToGround
-35.2610500250012,-5.85358330048621,P5 I 33A,,clampToGround
-35.2594166435301,-5.85666666738689,P5 I 33B,,clampToGround
-35.2603499684483,-5.855149962008,P5 I 40,,clampToGround
-35.2426166273654,-5.83493331447244,P5 I 41,,clampToGround
-35.1888166274875,-5.79083343967795,P5 I 57,,clampToGround
-35.1900667045265,-5.78896670602262,P50 I 33A,,clampToGround
-35.2187000401318,-5.80326673574746,P50 I 40,,clampToGround
-35.2041499782354,-5.79516663216054,P50 V 33,,clampToGround
-35.2248999662697,-5.84725001826882,P50 V 33B,,clampToGround
-35.2041499782354,-5.79516663216054,P50 V 41,,clampToGround
-35.202933261171,-5.8137000259012,P50 V 57,,clampToGround
-35.1873833220452,-5.79256664961576,P51 I 33A,,clampToGround
-35.2162999659777,-5.7994999922812,P51 I 40,,clampToGround
-35.205216659233,-5.7980165630579,P51 V 33,,clampToGround
-35.2266166638583,-5.8509000018239,P51 V 33B,,clampToGround
-35.205216659233,-5.79801664687693,P51 V 41,,clampToGround
-35.1989666931331,-5.81341663375497,P51 V 57,,clampToGround
-35.1865166332573,-5.79446665942669,P52 I 33A,,clampToGround
-35.2175333630294,-5.79718331806362,P52 I 40,,clampToGround
-35.2061666641384,-5.80056667327881,P52 V 33,,clampToGround
-35.2297666668892,-5.85601673461497,P52 V 33B,,clampToGround
-35.2061666641384,-5.80056667327881,P52 V 41,,clampToGround
-35.1972499955446,-5.81336667761207,P52 V 57,,clampToGround
-35.1855500321835,-5.79636666923761,P53 I 33A,,clampToGround
-35.2136833034456,-5.79393331892788,P53 I 40,,clampToGround
-35.2067166846246,-5.80206669867039,P53 V 33,,clampToGround
-35.2341167069972,-5.85789998061955,P53 V 33B,,clampToGround
-35.2067166846246,-5.80206669867039,P53 V 41,,clampToGround
-35.1950333174318,-5.81235003657639,P53 V 57,,clampToGround
-35.2085667382926,-5.79121666029096,P54 I 40,,clampToGround
-35.2075666934252,-5.80433333292603,P54 V 33,,clampToGround
-35.2353999763727,-5.85714996792376,P54 V 33B,,clampToGround
-35.2075666934252,-5.80433333292603,P54 V 41,,clampToGround
-35.1964667066932,-5.80993336625397,P54 V 57,,clampToGround
-35.185850020498,-5.79841663129628,P55 I 33A,,clampToGround
-35.2038383390754,-5.78657819889486,P55 I 40,,clampToGround
-35.20891668275,-5.80798331648111,P55 V 33,,clampToGround
-35.185850020498,-5.79841663129628,P55 V 33*,,clampToGround
-35.2373999822885,-5.8559166546911,P55 V 33B,,clampToGround
-35.20891668275,-5.80798331648111,P55 V 41,,clampToGround
-35.199883338064,-5.80858329311013,P55 V 57,,clampToGround
-35.1843834389001,-5.79958330839872,P56 I 33A,,clampToGround
-35.2017333079129,-5.78705001622438,P56 I 40,,clampToGround
-35.2105666603893,-5.81273334100842,P56 V 33,,clampToGround
-35.1825333014131,-5.79999997280538,P56 V 33*,,clampToGround
-35.1843834389001,-5.79958330839872,P56 V 33**,,clampToGround
-35.1825333014131,-5.79999997280538,P56 V 33A,,clampToGround
-35.239766696468,-5.85450002923608,P56 V 33B,,clampToGround
-35.2105666603893,-5.81273334100842,P56 V 41,,clampToGround
-35.2017333079129,-5.80784996040165,P56 V 57,,clampToGround
-35.199016565457,-5.78816673718393,P57 I 40,,clampToGround
-35.2114999853075,-5.81536668352783,P57 V 33,,clampToGround
-35.1832666341215,-5.7966332975775,P57 V 33*,,clampToGround
-35.1832666341215,-5.7966332975775,P57 V 33A,,clampToGround
-35.2417333424091,-5.85329999215901,P57 V 33B,,clampToGround
-35.2114999853075,-5.81536668352783,P57 V 41,,clampToGround
-35.2043333742768,-5.80681663937867,P57 V 57,,clampToGround
-35.1941500324756,-5.78679998405278,P58 I 40,,clampToGround
-35.2125499863178,-5.81834997050464,P58 V 33,,clampToGround
-35.1843499951065,-5.79416667111218,P58 V 33*,,clampToGround
-35.1843499951065,-5.79416667111218,P58 V 33A,,clampToGround
-35.2454333659261,-5.85108331404626,P58 V 33B,,clampToGround
-35.2125499863178,-5.81834997050464,P58 V 41,,clampToGround
-35.2068999968469,-5.80579999834299,P58 V 57,,clampToGround
-35.1915333699435,-5.7876000367105,P59 I 40,,clampToGround
-35.2139500156045,-5.82220003008842,P59 V 33,,clampToGround
-35.1869000215083,-5.79139997251332,P59 V 33*,,clampToGround
-35.1869000215083,-5.79139997251332,P59 V 33A,,clampToGround
-35.244666673243,-5.85318331606686,P59 V 33B,,clampToGround
-35.2139500156045,-5.82220003008842,P59 V 41,,clampToGround
-35.209083314985,-5.80411666072905,P59 V 57,,clampToGround
-35.2603499684483,-5.855149962008,P6 I 33A,,clampToGround
-35.2601499762386,-5.85526663810015,P6 I 33B,,clampToGround
-35.2596333157271,-5.85660003125668,P6 I 40,,clampToGround
-35.2414833102375,-5.83364996127784,P6 I 41,,clampToGround
-35.1873833220452,-5.7925667334348,P6 I 57,,clampToGround
-35.2033999655396,-5.77641656622291,P60 I 33,,clampToGround
-35.1900667045265,-5.78896670602262,P60 I 40,,clampToGround
-35.1886166352779,-5.78928337432444,P60 V 33,,clampToGround
-35.1886166352779,-5.78928337432444,P60 V 33A,,clampToGround
-35.2467666752636,-5.85638335905969,P60 V 33B,,clampToGround
-35.215883301571,-5.82563334144652,P60 V 41,,clampToGround
-35.2226999681443,-5.82254997454584,P60 V 411,,clampToGround
-35.2124166302383,-5.79981666058302,P60 V 57,,clampToGround
-35.2020499762148,-5.7741666957736,P61 I 33,,clampToGround
-35.1888166274875,-5.79083343967795,P61 I 40,,clampToGround
-35.1894333679229,-5.78751663677394,P61 V 33*,,clampToGround
-35.1894333679229,-5.78751663677394,P61 V 33A,,clampToGround
-35.2486833650619,-5.85656667128205,P61 V 33B,,clampToGround
-35.2247999701649,-5.82178336568177,P61 V 41,,clampToGround
-35.2136833034456,-5.79393331892788,P61 V 57,,clampToGround
-35.2005666308105,-5.77429996803403,P62 I 33,,clampToGround
-35.1873833220452,-5.7925667334348,P62 I 40,,clampToGround
-35.1902333367616,-5.78526668250561,P62 V 33A,,clampToGround
-35.2503166627139,-5.85666666738689,P62 V 33B,,clampToGround
-35.2327333576977,-5.81891667097807,P62 V 41,,clampToGround
-35.2095999754965,-5.79153332859278,P62 V 57,,clampToGround
-35.1986833009869,-5.77609998174012,P63 I 33,,clampToGround
-35.1865166332573,-5.79446665942669,P63 I 40,,clampToGround
-35.1931666675955,-5.78108335845172,P63 V 33A,,clampToGround
-35.2517499681562,-5.85395000874996,P63 V 33B,,clampToGround
-35.2333333343267,-5.81994999200106,P63 V 41,,clampToGround
-35.2058333158493,-5.78401668928564,P63 V 57,,clampToGround
-35.1966500189155,-5.7769834343344,P64 I 33,,clampToGround
-35.1855500321835,-5.79636666923761,P64 I 40,,clampToGround
-35.1937166880816,-5.77841673977673,P64 V 33A,,clampToGround
-35.2528500091285,-5.85175001062453,P64 V 33B,,clampToGround
-35.2347333636135,-5.82054996863008,P64 V 41,,clampToGround
-35.2039499860257,-5.78011667355895,P64 V 57,,clampToGround
-35.1871833298355,-5.79670001752675,P65 I 40,,clampToGround
-35.1954666618258,-5.77743337489665,P65 V 33,,clampToGround
-35.1871833298355,-5.79670001752675,P65 V 33*,,clampToGround
-35.1954666618258,-5.77743337489665,P65 V 33A,,clampToGround
-35.1949833612889,-5.77703330665827,P65 V 33A*,,clampToGround
-35.2539000101388,-5.84978336468339,P65 V 33B,,clampToGround
-35.2383333072066,-5.82021670415998,P65 V 41,,clampToGround
-35.2033999655396,-5.77641656622291,P65 V 57,,clampToGround
-35.188350006938,-5.79501667991281,P66 I 40,,clampToGround
-35.188350006938,-5.79501667991281,P66 V 33*,,clampToGround
-35.1971166394651,-5.77671663835645,P66 V 33A,,clampToGround
-35.254783295095,-5.84806666709483,P66 V 33B,,clampToGround
-35.2391500398517,-5.821633329615,P66 V 41,,clampToGround
-35.2020530775189,-5.77416988089681,P66 V 57,,clampToGround
-35.1944166608155,-5.77966656535864,P67 I 33,,clampToGround
-35.1901500206441,-5.79291667789221,P67 I 40,,clampToGround
-35.1938666403294,-5.78200000338256,P67 V 33,,clampToGround
-35.1901500206441,-5.79291667789221,P67 V 33*,,clampToGround
-35.1981333643198,-5.7755000051111,P67 V 33A,,clampToGround
-35.2552166394889,-5.84726669825613,P67 V 33B,,clampToGround
-35.2378999628127,-5.82331666722894,P67 V 41,,clampToGround
-35.2005666308105,-5.77429996803403,P67 V 57,,clampToGround
-35.2188166324049,-5.87061666883528,P68 I 33*,,clampToGround
-35.1920833066106,-5.79085003584623,P68 I 40,,clampToGround
-35.1920833066106,-5.79085003584623,P68 V 33*,,clampToGround
-35.1999833341688,-5.77366663143039,P68 V 33A,,clampToGround
-35.2559166960418,-5.84584998898208,P68 V 33B,,clampToGround
-35.2375832945108,-5.8253166731447,P68 V 41,,clampToGround
-35.1986847259104,-5.77609637752175,P68 V 57,,clampToGround
-35.1937333680689,-5.78754999674857,P69 I 33,,clampToGround
-35.1937333680689,-5.78754999674857,P69 I 40,,clampToGround
-35.2580833341926,-5.84661668166518,P69 V 33,,clampToGround
-35.2176833152771,-5.86821667850018,P69 V 331,,clampToGround
-35.2011833712459,-5.77261663042009,P69 V 33A,,clampToGround
-35.2580833341926,-5.84661668166518,P69 V 33B,,clampToGround
-35.2381000388414,-5.82664998248219,P69 V 41,,clampToGround
-35.1966500189155,-5.7769834343344,P69 V 57,,clampToGround
-35.2463333308697,-5.85601673461497,P7 I 33,,clampToGround
-35.1951166335493,-5.78479997813702,P7 I 331,,clampToGround
-35.2596333157271,-5.85660003125668,P7 I 33A,,clampToGround
-35.2609833050519,-5.85395000874996,P7 I 33B,,clampToGround
-35.2589832991362,-5.85793334059417,P7 I 40,,clampToGround
-35.2403833530843,-5.83239996805787,P7 I 41,,clampToGround
-35.1865166332573,-5.79446665942669,P7 I 57,,clampToGround
-35.1949500013143,-5.78556667082012,P70 I 40,,clampToGround
-35.2611832972616,-5.84836673922837,P70 V 33,,clampToGround
-35.2171166986227,-5.86695000529289,P70 V 331,,clampToGround
-35.2027999889106,-5.7710499688983,P70 V 33A,,clampToGround
-35.2611832972616,-5.84836665540934,P70 V 33B,,clampToGround
-35.2390000037849,-5.82913337275386,P70 V 41,,clampToGround
-35.1938666403294,-5.78200000338256,P70 V 57,,clampToGround
-35.1966999750584,-5.78241666778922,P71 I 40,,clampToGround
-35.215716669336,-5.86403343826532,P71 V 33,,clampToGround
-35.2034666854888,-5.77189997769892,P71 V 33A,,clampToGround
-35.2629500348121,-5.85008343681693,P71 V 33B,,clampToGround
-35.240583345294,-5.83231665194035,P71 V 41,,clampToGround
-35.1982666365802,-5.78083332628012,P72 I 33,,clampToGround
-35.1982666365802,-5.78083332628012,P72 I 40,,clampToGround
-35.2141666878015,-5.86074999533594,P72 V 33,,clampToGround
-35.2041000220925,-5.77466667629778,P72 V 33A,,clampToGround
-35.2620000299066,-5.85193332284689,P72 V 33B,,clampToGround
-35.241616666317,-5.83346664905548,P72 V 41,,clampToGround
-35.1905500050634,-5.78604997135699,P72 V 57,,clampToGround
-35.2015000395477,-5.7789499964565,P73 I 33,,clampToGround
-35.2015000395477,-5.7789499964565,P73 I 40,,clampToGround
-35.2117500174791,-5.85561666637659,P73 V 33,,clampToGround
-35.2047999948263,-5.77833333984017,P73 V 33A,,clampToGround
-35.2610500250012,-5.85358330048621,P73 V 33B,,clampToGround
-35.2427833434194,-5.8347833622247,P73 V 41,,clampToGround
-35.1895833201706,-5.78750004060566,P73 V 57,,clampToGround
-35.2110000047833,-5.85398336872458,P74 V 33,,clampToGround
-35.2057666797191,-5.77931670472026,P74 V 33A,,clampToGround
-35.2603499684483,-5.855149962008,P74 V 33B,,clampToGround
-35.2436999883503,-5.83578332327306,P74 V 41,,clampToGround
-35.1889000274241,-5.78905002214015,P74 V 57,,clampToGround
-35.210116636008,-5.85216667503119,P75 V 33,,clampToGround
-35.2066499646753,-5.785016650334,P75 V 33A,,clampToGround
-35.2596333157271,-5.85660003125668,P75 V 33B,,clampToGround
-35.2444500010461,-5.83661673590541,P75 V 41,,clampToGround
-35.183399990201,-5.79668333753943,P75 V 57,,clampToGround
-35.2096167393029,-5.84228332154453,P76 V 33,,clampToGround
-35.2017333079129,-5.78705001622438,P76 V 33A,,clampToGround
-35.2589832991362,-5.85793334059417,P76 V 33B,,clampToGround
-35.2464500069618,-5.84071666002274,P76 V 41,,clampToGround
-35.1871833298355,-5.79670001752675,P76 V 57,,clampToGround
-35.2114666253328,-5.83080003038049,P77 V 33,,clampToGround
-35.1999332942069,-5.78439999371767,P77 V 33A,,clampToGround
-35.2581333741546,-5.85941668599844,P77 V 33B,,clampToGround
-35.2504999749362,-5.84231668151915,P77 V 41,,clampToGround
-35.1879539620131,-5.79565806314349,P77 V 57,,clampToGround
-35.1969333272427,-5.7823833078146,P78 V 33A,,clampToGround
-35.2574333176017,-5.86083331145346,P78 V 33B,,clampToGround
-35.2060000319034,-5.77963337302208,P78 V 40,,clampToGround
-35.2522500324994,-5.84370003081858,P78 V 41,,clampToGround
-35.188350006938,-5.79501667991281,P78 V 57,,clampToGround
-35.1951166335493,-5.78479997813702,P79 V 33A,,clampToGround
-35.2587166707963,-5.86216670460999,P79 V 33B,,clampToGround
-35.2088166866452,-5.7839166931808,P79 V 40,,clampToGround
-35.2541166823357,-5.84466663189232,P79 V 41,,clampToGround
-35.2589832991362,-5.85793334059417,P8 I 33A,,clampToGround
-35.2619833499193,-5.85175001062453,P8 I 33B,,clampToGround
-35.2581333741546,-5.85941668599844,P8 I 40,,clampToGround
-35.2389666438103,-5.82933336496353,P8 I 41,,clampToGround
-35.1843834389001,-5.79958330839872,P8 I 57,,clampToGround
-35.196133358404,-5.78814997337759,P80 V 33A,,clampToGround
-35.2589166630059,-5.86326666176319,P80 V 33B,,clampToGround
-35.2097500115633,-5.78588333912194,P80 V 40,,clampToGround
-35.2559280116111,-5.8456230070442,P80 V 41,,clampToGround
-35.1968167349696,-5.78998326323927,P81 V 33A,,clampToGround
-35.2102000359446,-5.78859999775887,P81 V 40,,clampToGround
-35.2596499957144,-5.84246663376689,P81 V 41,,clampToGround
-35.1982666365802,-5.79388336278498,P82 V 33A,,clampToGround
-35.2093332633376,-5.79096662811935,P82 V 40,,clampToGround
-35.2467666752636,-5.85638335905969,P83 V 33,,clampToGround
-35.1995666697621,-5.79733343794942,P83 V 33A,,clampToGround
-35.212783338502,-5.79271668568254,P83 V 40,,clampToGround
-35.2486833650619,-5.85656667128205,P84 V 33,,clampToGround
-35.2005999907851,-5.80015000887215,P84 V 33A,,clampToGround
-35.2172000147402,-5.79450001940131,P84 V 40,,clampToGround
-35.2016166318208,-5.8029000274837,P85 V 33A,,clampToGround
-35.2172499708831,-5.79783333465457,P85 V 40,,clampToGround
-35.2029667049646,-5.8065833710134,P86 V 33A,,clampToGround
-35.2163666859269,-5.79985002055764,P86 V 40,,clampToGround
-35.2049500308931,-5.81203336827457,P87 V 33A,,clampToGround
-35.2211333066225,-5.80508326180279,P87 V 40,,clampToGround
-35.2070833090693,-5.81790002994239,P88 V 33A,,clampToGround
-35.2229166403413,-5.80653333105147,P88 V 40,,clampToGround
-35.2080000378191,-5.8205833286047,P89 V 33A,,clampToGround
-35.2231666725129,-5.80914999358356,P89 V 40,,clampToGround
-35.2196833211929,-5.81046670675278,P89 V 40*,,clampToGround
-35.2189140301198,-5.81172516569495,P89 V 40**,,clampToGround
-35.2581333741546,-5.85941668599844,P9 I 33A,,clampToGround
-35.2630666270852,-5.849599968642,P9 I 33B,,clampToGround
-35.2574333176017,-5.86083331145346,P9 I 40,,clampToGround
-35.2383833471686,-5.82778329961002,P9 I 41,,clampToGround
-35.1832666341215,-5.7966332975775,P9 I 57,,clampToGround
-35.2094832994044,-5.82313335500658,P90 V 33A,,clampToGround
-35.2237665653229,-5.81489997915924,P90 V 40,,clampToGround
-35.2139500156045,-5.82220003008842,P91 V 33A,,clampToGround
-35.2247833739966,-5.81768344156444,P91 V 40,,clampToGround
-35.2177833113819,-5.82888334058225,P92 V 33A,,clampToGround
-35.225349990651,-5.81926669925451,P92 V 40,,clampToGround
-35.2176833152771,-5.83205002360046,P93 V 33A,,clampToGround
-35.226000007242,-5.82106662914157,P93 V 40,,clampToGround
-35.2185333240777,-5.83416670560837,P94 V 33A,,clampToGround
-35.2327334415168,-5.81891667097807,P94 V 40,,clampToGround
-35.2192667406052,-5.83611667156219,P95 V 33A,,clampToGround
-35.2333333343267,-5.81994999200106,P95 V 40,,clampToGround
-35.2204666938633,-5.83924999460578,P96 V 33A,,clampToGround
-35.2347333636135,-5.82054996863008,P96 V 40,,clampToGround
-35.2248999662697,-5.84725001826882,P97 V 33A,,clampToGround
-35.2384000271559,-5.82010002806783,P97 V 40,,clampToGround
-35.2266166638583,-5.8509000018239,P98 V 33A,,clampToGround
-35.2392166759819,-5.82149997353554,P98 V 40,,clampToGround
-35.2297666668892,-5.85601673461497,P99 V 33A,,clampToGround
-35.2378999628127,-5.82331666722894,P99 V 40,,clampToGround
-35.1938666403294,-5.78200000338256,RETORNO 33,,clampToGround
-35.1825333014131,-5.79999997280538,RETORNO 33A,,clampToGround
-35.2048666309565,-5.81013335846364,RETORNO 33B,,clampToGround
-35.2060000319034,-5.77963337302208,RETORNO 40,,clampToGround
-35.2047999948263,-5.77833333984017,RETORNO 41,,clampToGround
-35.2031999733299,-5.84208332933486,RETORNO 57,,clampToGround
